timestamp;thermostat_navn;temperature;setpoint;reguleringstype;state;heater;heat_percent
2026-08-04T18:26:23;Kogekar;35,100;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:26:29;Kogekar;35,000;45,000;auto;Opvarmning;1;100,000
2026-08-04T18:26:34;Kogekar;35,200;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:26:39;Kogekar;35,300;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:26:44;Kogekar;35,300;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:26:50;Kogekar;35,300;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:26:55;Kogekar;35,300;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:27:00;Kogekar;35,500;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:27:05;Kogekar;35,700;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:27:11;Kogekar;36,000;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:27:16;Kogekar;36,100;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:27:21;Kogekar;36,200;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:27:26;Kogekar;36,200;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:27:32;Kogekar;36,000;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:27:37;Kogekar;36,000;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:27:42;Kogekar;36,000;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:27:47;Kogekar;36,000;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:27:52;Kogekar;36,100;45,000;auto;Opvarmning;0;1,200
2026-08-04T18:27:58;Kogekar;36,300;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:03;Kogekar;36,500;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:08;Kogekar;36,500;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:14;Kogekar;36,600;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:19;Kogekar;36,600;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:24;Kogekar;36,600;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:29;Kogekar;36,700;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:35;Kogekar;36,800;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:40;Kogekar;36,800;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:45;Kogekar;37,100;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:28:50;Kogekar;37,200;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:28:56;Kogekar;37,200;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:01;Kogekar;37,100;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:29:06;Kogekar;37,000;45,000;auto;Opvarmning;0;1,100
2026-08-04T18:29:12;Kogekar;37,200;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:17;Kogekar;37,300;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:22;Kogekar;37,400;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:27;Kogekar;37,400;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:33;Kogekar;37,300;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:38;Kogekar;37,300;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:43;Kogekar;37,300;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:48;Kogekar;37,300;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:54;Kogekar;37,500;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:29:59;Kogekar;37,800;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:30:04;Kogekar;37,900;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:30:09;Kogekar;38,100;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:30:15;Kogekar;38,300;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:30:20;Kogekar;38,200;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:30:25;Kogekar;38,100;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:30:31;Kogekar;38,200;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:30:36;Kogekar;38,200;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:30:41;Kogekar;38,200;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:30:47;Kogekar;38,200;45,000;auto;Opvarmning;0;1,000
2026-08-04T18:30:52;Kogekar;38,300;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:30:57;Kogekar;38,300;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:03;Kogekar;38,400;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:08;Kogekar;38,400;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:13;Kogekar;38,300;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:18;Kogekar;38,400;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:24;Kogekar;38,400;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:29;Kogekar;38,600;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:34;Kogekar;38,500;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:39;Kogekar;38,400;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:45;Kogekar;38,500;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:50;Kogekar;38,500;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:31:55;Kogekar;38,600;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:00;Kogekar;38,800;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:06;Kogekar;38,700;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:11;Kogekar;38,800;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:16;Kogekar;38,800;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:21;Kogekar;38,800;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:27;Kogekar;38,800;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:32;Kogekar;38,900;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:37;Kogekar;38,900;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:42;Kogekar;39,000;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:48;Kogekar;38,900;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:53;Kogekar;39,000;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:32:58;Kogekar;39,000;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:33:04;Kogekar;39,000;45,000;auto;Opvarmning;0;0,900
2026-08-04T18:33:09;Kogekar;39,000;45,000;auto;Opvarmning;0;0,900
